,Ctrl.AS3.J1,Ctrl.AS3.J2,Ctrl.AS3.J3,Ctrl.AS3.J4,Ctrl.AS3.J5,Ctrl.BS.J1,Ctrl.BS.J2,Ctrl.BS.J3,Ctrl.BS.J4,Ctrl.BS.J5,Ctrl.P1.J1,Ctrl.P1.J2,Ctrl.P1.J3,Ctrl.P1.J4,Ctrl.P1.J5,DBP.AS1.J1,DBP.AS1.J2,DBP.AS1.J3,DBP.AS1.J4,DBP.AS1.J5,DBP.BS.J1,DBP.BS.J2,DBP.BS.J3,DBP.BS.J4,DBP.BS.J5,DBP.P1.J1,DBP.P1.J2,DBP.P1.J3,DBP.P1.J4,DBP.P1.J5,TBAC.AS3.J1,TBAC.AS3.J2,TBAC.AS3.J3,TBAC.AS3.J4,TBAC.AS3.J5,TBAC.BS.J1,TBAC.BS.J2,TBAC.BS.J3,TBAC.BS.J4,TBAC.BS.J5,TBAC.P3.J1,TBAC.P3.J2,TBAC.P3.J3,TBAC.P3.J4,TBAC.P3.J5,TEC.AS3.J1,TEC.AS3.J2,TEC.AS3.J3,TEC.AS3.J4,TEC.AS3.J5,TEC.BS.J1,TEC.BS.J2,TEC.BS.J3,TEC.BS.J4,TEC.BS.J5,TEC.P3.J1,TEC.P3.J2,TEC.P3.J3,TEC.P3.J4,TEC.P3.J5,Taxonomy_GG2
Otu2563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae_966727;g__Ilyomonas
Otu418,0,0,0,0,1,9,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae_966727;g__Niabella
Otu3,32,60,25,22,14,38,26,58,71,53,2,20,4,19,28,40,25,19,51,84,80,39,14,52,72,7,62,41,99,54,25,37,22,29,25,32,43,37,38,31,6,6,7,4,6,28,16,25,45,17,47,38,39,44,37,34,10,21,23,7,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae_966727;g__Parafilimonas
Otu3203,6,1,0,1,0,3,2,8,6,3,0,6,0,0,1,1,8,31,20,1,2,6,4,5,10,0,4,0,3,4,2,4,1,1,2,1,2,4,0,2,0,1,0,0,0,11,0,2,1,2,6,6,2,1,8,0,0,2,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae_966727;g__Paraflavitalea
Otu887,0,1,0,5,0,0,1,1,0,1,115,13,48,12,30,0,0,0,0,4,0,1,0,1,0,2,23,10,19,22,5,0,1,3,1,0,0,0,0,0,13,15,19,20,12,0,2,0,1,0,0,0,0,0,0,1,7,3,6,4,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae_966727;g__Pseudobacter
Otu10,119,29,23,34,14,32,19,39,35,27,31,13,19,61,13,51,48,82,97,106,132,70,56,44,120,5,20,13,50,26,24,26,23,30,18,12,29,27,10,6,36,25,20,32,19,129,50,21,108,84,78,57,58,65,49,46,39,27,38,37,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae_966727;g__Segetibacter
Otu13,1,1,3,2,2,29,27,38,6,34,1,4,0,0,0,1,1,1,0,8,6,6,1,5,14,0,0,0,1,0,1,0,1,1,2,12,11,18,9,9,0,0,0,0,0,0,0,2,5,1,18,9,15,7,19,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae_966727;g__Segetibacter
Otu11,14,16,6,3,8,9,2,6,2,5,358,152,602,160,209,15,5,7,9,9,6,3,9,8,2,10,33,45,77,24,31,8,21,35,10,5,9,6,4,8,164,285,435,140,118,44,16,8,13,21,4,5,10,4,4,227,54,70,149,169,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae_966727;g__Terrimonas_942083
Otu297,47,29,47,30,26,12,44,43,52,53,0,1,2,6,0,8,24,27,51,17,54,84,56,76,38,0,1,2,0,0,29,17,28,63,28,60,71,67,56,108,2,0,0,4,3,9,11,18,74,52,74,110,55,63,72,5,0,4,2,3,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae_966727;g__Unc.
Otu49,19,0,1,4,2,1,0,0,4,0,4,6,17,39,8,12,10,8,9,9,5,3,4,4,2,18,73,25,75,40,17,3,4,6,8,1,0,2,0,3,97,51,75,43,58,7,4,11,1,6,2,1,2,2,0,87,66,66,84,46,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae_966727;g__Unc.
Otu1492,7,2,1,1,1,0,0,3,1,2,0,0,0,0,0,1,1,11,0,3,2,0,5,2,4,0,0,0,0,0,1,0,1,2,3,0,1,5,3,3,0,0,1,0,0,0,2,1,8,5,4,4,2,4,2,8,0,1,0,3,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae_966727;g__Unc.
Otu499,3,1,2,1,0,0,0,0,3,0,0,0,0,1,0,3,0,7,0,1,0,0,3,1,0,0,0,1,0,2,1,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae_966727;g__Unc.
Otu596,0,2,1,0,1,2,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,2,0,0,0,0,0,3,1,1,3,1,2,0,0,0,0,0,0,0,1,1,0,3,0,2,1,0,0,1,1,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae_966727;g__Unc.
Otu284,0,0,3,0,0,0,1,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae_966727;g__Unc.
Otu94,35,1,0,8,2,1,1,1,1,1,2,19,1,8,34,3,12,35,8,8,2,5,1,2,3,2,145,85,28,112,3,2,0,3,0,3,1,3,1,0,5,1,1,4,4,15,0,0,2,0,2,0,1,1,1,5,0,13,0,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae_966727;g__UTBCD1
Otu1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae_966727;g__UTBCD1
Otu103,19,16,11,4,6,6,4,2,7,2,1,3,2,4,0,11,6,12,12,16,15,9,14,8,6,0,1,1,0,0,6,6,7,10,6,6,6,0,3,10,0,0,5,0,2,8,16,3,11,8,6,5,7,5,4,4,4,3,3,3,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae_966727;g__VBAT01
Otu1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__UBA7692
Otu345,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__UBA7692
Otu1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__UBA7692
Otu1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__UBA7692
Otu2704,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__UBA7692
Otu2488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__UBA7692
Otu2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__UBA7692
Otu185,1,1,1,0,0,0,0,0,0,0,0,1,11,3,17,0,2,0,1,0,1,0,0,0,0,1,4,1,2,0,9,2,4,5,4,0,0,1,0,2,16,15,11,7,35,1,0,0,1,0,1,0,0,1,0,1,2,3,1,4,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Flavilitoribacter
Otu2076,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Flavilitoribacter
Otu3339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Flavilitoribacter
Otu2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Flavilitoribacter
Otu2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Flavilitoribacter
Otu2634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Flavilitoribacter
Otu3560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Flavilitoribacter
Otu2666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Flavilitoribacter
Otu3454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__GYS-P2D
Otu1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JAAUTG01
Otu2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JAAUTG01
Otu2833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JABDMH01
Otu2745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella_A
Otu3555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella_A
Otu768,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,2,0,0,0,0,0,0,2,0,1,0,1,1,1,2,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007
Otu1025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007
Otu1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007
Otu1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Membranicola
Otu1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB8
Otu523,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,2,6,1,2,1,0,0,1,0,0,0,2,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9
Otu760,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,1,2,1,0,0,0,0,0,0,0,0,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9
Otu3268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9
Otu3423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9
Otu2918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Phaeodactylibacter
Otu2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Portibacter
Otu2502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA2365
Otu3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362
Otu2499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Unc.
Otu288,4,3,6,1,1,0,0,0,2,1,0,0,0,0,0,0,1,0,6,2,0,6,1,1,3,0,0,4,0,0,0,3,0,0,4,7,1,4,2,0,0,0,1,3,1,1,2,3,4,4,1,3,0,1,4,0,0,0,0,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Amoebophilaceae;g__Amoebophilus
Otu536,0,0,0,0,0,0,1,0,0,1,1,3,1,0,0,0,0,0,0,0,2,0,2,0,0,1,1,0,1,3,1,4,0,0,0,1,1,0,0,0,1,1,2,5,2,1,1,3,0,1,1,1,2,1,0,1,1,1,5,6,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Amoebophilaceae;g__Amoebophilus
Otu2130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Amoebophilaceae;g__Amoebophilus
Otu2189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Amoebophilaceae;g__Amoebophilus
Otu110,12,10,10,8,9,32,8,33,17,10,0,0,0,5,0,17,11,9,21,11,29,8,13,8,13,0,0,0,0,0,5,12,8,8,9,8,10,7,6,8,0,1,2,0,1,8,8,7,12,11,12,9,10,8,2,0,0,1,0,2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae_900466;g__Chryseolinea
Otu145,10,0,8,7,0,1,1,1,2,0,0,0,1,8,1,8,3,21,5,2,1,0,3,1,0,2,2,4,3,0,2,1,0,7,1,0,0,2,1,0,10,8,19,10,6,6,9,1,5,11,1,1,1,1,1,54,34,30,82,67,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae_900466;g__Chryseolinea
Otu2222,1,7,3,2,3,20,0,7,2,2,0,0,0,1,0,5,0,1,2,4,6,0,3,2,3,0,1,0,0,0,0,5,3,3,3,0,2,2,3,2,0,1,1,0,0,5,3,7,1,1,2,0,2,1,1,0,1,0,1,2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae_900466;g__Chryseolinea
Otu2485,2,6,1,1,6,0,0,3,2,0,0,0,2,2,0,2,4,6,2,3,1,0,0,4,0,1,1,0,0,0,2,3,0,0,4,0,2,3,0,0,0,0,0,1,0,3,3,1,7,10,3,1,4,1,2,1,2,2,1,3,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae_900466;g__Chryseolinea
Otu454,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,6,1,2,1,1,1,0,1,0,0,0,0,2,1,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae_900466;g__Chryseolinea
Otu73,50,18,75,24,7,11,3,8,9,2,2,1,7,18,3,44,20,26,31,43,31,4,3,17,15,3,1,4,2,4,16,15,13,12,19,3,5,5,5,8,6,6,14,9,20,60,35,22,30,44,44,8,17,19,17,17,12,16,26,33,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae_900466;g__Chryseotalea
Otu97,7,7,6,5,5,6,2,5,0,6,5,11,26,37,10,4,0,12,7,6,5,1,0,2,5,1,2,1,3,0,1,1,9,8,5,4,2,5,2,7,7,7,13,16,23,8,9,5,9,13,5,1,4,2,3,9,11,12,32,40,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae_900466;g__Chryseotalea
Otu160,8,15,33,4,12,4,0,2,3,0,0,0,0,3,0,6,1,8,1,6,6,1,0,3,10,0,0,0,0,0,8,3,7,7,5,4,10,6,2,2,0,1,0,3,1,26,8,2,12,8,7,4,6,2,1,4,2,1,2,3,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae_900466;g__Chryseotalea
Otu3036,8,3,18,3,2,12,1,11,9,2,1,0,0,1,0,3,6,8,17,10,13,5,3,5,4,0,0,1,1,0,7,0,6,1,7,2,8,3,1,3,0,0,0,0,0,7,1,2,3,3,8,5,5,5,3,0,0,0,6,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae_900466;g__Chryseotalea
Otu3221,5,1,3,4,1,4,0,1,1,1,0,0,1,1,0,2,2,0,4,3,3,0,2,0,3,0,0,0,0,0,2,0,0,1,0,0,4,0,1,0,0,1,0,0,0,3,7,1,1,2,1,0,0,0,1,0,0,2,4,2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae_900466;g__Chryseotalea
Otu839,0,0,0,1,0,1,0,0,0,0,2,0,1,3,0,2,3,1,0,0,0,0,0,2,3,0,0,1,0,0,0,0,3,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2,1,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae_900466;g__Chryseotalea
Otu1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae_900466;g__Chryseotalea
Otu445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,15,0,5,0,1,0,0,0,0,0,0,0,0,5,0,4,24,16,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae_900466;g__ELB16-189
Otu3493,0,0,1,0,0,0,0,1,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,2,2,1,1,0,1,0,3,1,0,3,13,15,9,3,17,0,3,0,0,1,0,0,0,0,0,16,8,24,48,16,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae_900466;g__UBA2336
Otu189,7,17,9,6,4,6,0,0,1,2,0,1,0,2,0,5,3,6,2,3,2,0,1,1,1,0,0,0,1,0,1,7,3,2,15,0,4,3,0,2,1,0,0,0,2,2,2,2,5,10,4,3,0,0,0,1,2,1,2,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae_900466;g__UBA2336
